lineage	patient	n_cells	mean_CLDN4	mean_barrier	mean_IFN	mean_sling_pt
Lineage12	P38	205	1.3573518799572457	0.7155813914731267	0.4767580248562341	0.4749426216200871
Lineage12	P39	199	1.1010323035058065	0.669104105214178	0.41979509386699876	0.7800964541726362
Lineage13	P2	95	1.8350369434607656	0.9448507367518911	0.25955492380976936	0.5475018781353769
Lineage13	P8	244	2.2525141610473884	1.4271828336997439	0.3219378363452358	0.6026863326539496
Lineage13	P12	86	2.406037295280501	1.3675420590380365	0.32509335560778135	0.6033084391720518
Lineage13	P13	162	1.7788779503769345	1.1068829174456283	0.2917573502271203	0.5677877445872315
Lineage13	P16	498	1.7578099992380563	1.4054955327347258	0.38588066985732805	0.6584791870010089
Lineage13	P20	396	2.145639166536957	1.7104416010456052	0.3125555423886446	0.6173810631962926
Lineage13	P21	115	1.2111132414444634	1.503746158618858	0.4885564896164372	0.5462557542299479
Lineage13	P26	44	2.1997694969177246	1.0898839465596455	0.21245938615588142	0.6570327546924567
Lineage13	P28	65	1.217923942896036	1.2189810896531128	0.22342179991045794	0.5932783979081319
Lineage13	P32	318	2.7393437144141526	1.6624525251565991	0.4293208459445628	0.5173770293365092
Lineage13	P33	317	2.1330180356179125	1.2431707425135041	0.39267823333449897	0.5102090791274143
Lineage13	P35	496	0.877108046784997	0.6176252839385823	0.2917726845499021	0.21396573995626564
Lineage13	P37	11	0.09333754669536244	1.4428675255992196	0.3115982205455063	0.6334746905150657
Lineage13	P38	94	1.8625333829128996	0.5975318889774329	0.5305844055723776	0.5090225648624398
Lineage14	P2	93	1.8506159968273614	0.9358601130037754	0.2602399185613744	0.7074488583996119
Lineage14	P5	10	0.9538138747215271	0.8628896693388622	0.34831206945523824	0.5671448067447079
Lineage14	P8	240	2.27606621781985	1.4265350053086876	0.32239856330941524	0.7647221229028247
Lineage14	P12	86	2.406037295280501	1.3675420590380365	0.32509335560778135	0.7427108406604904
Lineage14	P13	162	1.7788779503769345	1.1068829174456283	0.2917573502271203	0.7148389323194928
Lineage14	P16	250	1.8232445290088655	1.4354590191841126	0.378358976494776	0.7715623345007206
Lineage14	P20	392	2.157019542796271	1.7188391047878333	0.31304992047191366	0.7677448860339289
Lineage14	P21	494	1.2929776579986216	1.5402083641946234	0.475983033910097	0.884376958065841
Lineage14	P26	44	2.1997694969177246	1.0898839465596455	0.21245938615588142	0.7996050264383728
Lineage14	P28	59	1.149248942480249	1.2173147814422003	0.21813596375779593	0.7756995085217065
Lineage14	P32	318	2.7393437144141526	1.6624525251565991	0.4293208459445628	0.6669072182132427
Lineage14	P33	314	2.138652889591873	1.244080719927567	0.3931064850338445	0.6440593093896533
Lineage14	P35	496	0.877108046784997	0.6176252839385823	0.2917726845499021	0.2731056027696001
Lineage14	P37	11	0.09333754669536244	1.4428675255992196	0.3115982205455063	0.7584423902780997
Lineage14	P38	92	1.8831813296546107	0.591149981956983	0.5330177140047752	0.6584229235394329
Lineage15	P2	86	1.8561427835808244	0.9260607847525167	0.2603397147315215	0.5296843250717587
Lineage15	P5	14	0.9516605819974627	0.9473120598565965	0.344179685101817	0.5101781882037951
Lineage15	P8	239	2.2855895074341586	1.4279926604015891	0.32275489493653636	0.5638583256695504
Lineage15	P12	86	2.406037295280501	1.3675420590380365	0.32509335560778135	0.5770596562635769
Lineage15	P13	161	1.7899268817457352	1.105605371157575	0.292450404880727	0.6315345542884437
Lineage15	P16	231	1.8001462404346054	1.438373251394792	0.38590612384565065	0.551448509621018
Lineage15	P20	391	2.158521655575394	1.7202147946130082	0.31314300021915414	0.5733467533756393
Lineage15	P21	116	1.2336476193419819	1.4894127692042411	0.4875647799060432	0.49908636522666683
Lineage15	P26	43	2.1979880831962406	1.0933763615844785	0.21422533453099474	0.5463960678768692
Lineage15	P28	55	1.1101310567422347	1.1895694360588538	0.21520418706599384	0.5714138693953124
Lineage15	P32	317	2.736083800108275	1.6599613209534143	0.42860591167927836	0.49949006355843867
Lineage15	P33	312	2.146504756731865	1.2447885558900669	0.39330473820661555	0.45805596332263887
Lineage15	P35	496	0.877108046784997	0.6176252839385823	0.2917726845499021	0.20708049898657319
Lineage15	P37	11	0.09333754669536244	1.4428675255992196	0.3115982205455063	0.5923652559846906
Lineage15	P38	92	1.8831813296546107	0.591149981956983	0.5330177140047752	0.5619764518400023
Lineage15	P39	302	1.459489255156738	1.1179499401819892	0.3883652502535195	0.7911726305578165
Lineage16	P2	57	1.9233554455271937	0.883395362667173	0.24729647117290207	0.5064625298622325
Lineage16	P5	490	0.9785035636352033	0.9139758497071104	0.40668164672783574	0.6927166384102896
Lineage16	P8	44	2.3003273999149147	1.3150046867403116	0.31773863506421063	0.49688283722047955
Lineage16	P12	16	1.911064513027668	0.9908476707835991	0.3842182929487261	0.5992560151856703
Lineage16	P13	47	1.5013965736044215	0.8689641804559857	0.28505192383910993	0.5437104969947419
Lineage16	P16	31	1.8376401720508453	1.393311317889921	0.3717494522687666	0.5011244924219822
Lineage16	P20	38	1.8810348291146128	1.525832345088323	0.3717181781426384	0.5031638098778575
Lineage16	P21	113	1.1043574519916974	1.4312959125259985	0.4808269957908502	0.4937763233101659
Lineage16	P28	18	1.2331254416041904	0.9496437278058794	0.18798214950155087	0.512332833198025
Lineage16	P32	315	2.7422197016458663	1.6575908808323443	0.42823010003159784	0.503093527818825
Lineage16	P33	305	2.147492996004761	1.2340113842422191	0.39249739819180157	0.49308383527168675
Lineage16	P35	497	0.8753432418618884	0.6170154048403504	0.2916972023346094	0.21360098546645312
Lineage16	P38	56	1.8231429963239603	0.5674864398759036	0.4873128982074923	0.5270234591747849
Lineage16	P39	28	1.0334110430308752	1.0653049981310254	0.3286842484530171	0.5935458015943701
Lineage17	P2	280	2.0388007440737317	0.9902986705480589	0.28972767038150543	0.8265714102971374
Lineage17	P5	20	1.1373288333415985	0.8288536051909128	0.3288479865413823	0.5881052021438331
Lineage17	P8	101	2.3342586903288813	1.3447250558106418	0.3156896394918849	0.7340917875175397
Lineage17	P12	15	2.3295440912246703	1.1874169806639352	0.35772056748333586	0.7191268789421075
Lineage17	P13	47	1.6120838751184179	0.9469246735386815	0.2570920651558709	0.7447162204012806
Lineage17	P16	176	1.88309491595084	1.4529596231313364	0.38859200208525574	0.7303883786271546
Lineage17	P20	121	2.0044404583529007	1.5162869064193785	0.31626252708059327	0.7367486622639797
Lineage17	P21	175	1.196834453514644	1.4764360980476652	0.47253268636369433	0.6987178736746291
Lineage17	P28	68	1.5114678705439848	1.3253540145415885	0.25375603548852216	0.7935853507624436
Lineage17	P32	319	2.7397203049315926	1.663198978300503	0.42951577699506416	0.7982517534043214
Lineage17	P33	304	2.153992279383697	1.2324383907477585	0.39170836933929454	0.609775719055825
Lineage17	P35	496	0.877108046784997	0.6176252839385823	0.2917726845499021	0.28150987314976766
Lineage17	P38	52	1.8842596881664717	0.6086289239808536	0.4720290683531786	0.6462702546733712
